time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	TrajectoryX(mm)	TrajectoryY(mm)	TrajectoryZ(mm)	SpeedX(mm/s)	SpeedY(mm/s)	SpeedY(mm/s)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-8-11 23:38:58.484	WTSIZIF1(76C8B99AE989)	-0.172	0.105	0.997	-7.446	-20.935	-28.687	6.32	-0.06	171.80	9.500	-62.560	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.484	WTSIZIF1(76C8B99AE989)	-0.191	0.111	0.984	-7.385	-25.452	-25.208	6.28	-0.16	171.66	9.500	-62.560	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.484	WTSIZIF1(76C8B99AE989)	-0.192	0.120	0.990	-7.507	-30.334	-24.414	6.24	-0.29	171.52	9.500	-62.560	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.484	WTSIZIF1(76C8B99AE989)	-0.183	0.130	1.001	-8.179	-35.217	-25.024	6.20	-0.44	171.38	9.500	-62.560	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.484	WTSIZIF1(76C8B99AE989)	-0.195	0.133	1.002	-8.850	-39.856	-24.231	6.16	-0.61	171.23	9.500	-62.560	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.484	WTSIZIF1(76C8B99AE989)	-0.214	0.147	0.982	-9.033	-44.556	-23.499	6.11	-0.81	171.10	9.500	-62.560	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.514	WTSIZIF1(76C8B99AE989)	-0.221	0.157	0.962	-8.606	-49.255	-23.438	6.07	-1.03	170.96	9.500	-62.560	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.514	WTSIZIF1(76C8B99AE989)	-0.212	0.154	0.952	-7.446	-53.650	-23.743	6.03	-1.27	170.81	9.500	-62.560	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.514	WTSIZIF1(76C8B99AE989)	-0.181	0.146	0.958	-6.409	-57.434	-24.536	6.00	-1.54	170.66	9.500	-62.560	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.514	WTSIZIF1(76C8B99AE989)	-0.141	0.125	0.975	-5.981	-60.425	-25.085	5.97	-1.82	170.53	9.500	-62.560	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.515	WTSIZIF1(76C8B99AE989)	-0.098	0.113	0.982	-5.798	-62.500	-26.123	5.95	-2.11	170.36	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.515	WTSIZIF1(76C8B99AE989)	-0.042	0.108	0.977	-5.615	-63.599	-28.320	5.92	-2.41	170.19	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.515	WTSIZIF1(76C8B99AE989)	0.028	0.099	0.965	-5.005	-63.660	-30.762	5.91	-2.71	170.01	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.515	WTSIZIF1(76C8B99AE989)	0.103	0.089	0.956	-4.272	-63.049	-32.288	5.89	-3.00	169.85	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.572	WTSIZIF1(76C8B99AE989)	0.168	0.088	0.951	-3.418	-62.378	-32.593	5.88	-3.30	169.66	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.572	WTSIZIF1(76C8B99AE989)	0.219	0.080	0.956	-2.808	-61.523	-31.555	5.87	-3.59	169.46	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.572	WTSIZIF1(76C8B99AE989)	0.247	0.069	0.963	-2.136	-60.425	-29.358	5.87	-3.87	169.28	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.572	WTSIZIF1(76C8B99AE989)	0.266	0.061	0.975	-1.831	-59.570	-27.161	5.87	-4.16	169.16	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.572	WTSIZIF1(76C8B99AE989)	0.269	0.064	0.982	-1.831	-59.021	-24.963	5.87	-4.44	169.00	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.572	WTSIZIF1(76C8B99AE989)	0.239	0.061	0.987	-2.380	-58.411	-20.874	5.87	-4.71	168.85	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.572	WTSIZIF1(76C8B99AE989)	0.188	0.067	0.980	-2.991	-58.167	-16.663	5.87	-4.99	168.72	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.573	WTSIZIF1(76C8B99AE989)	0.113	0.077	0.958	-2.869	-58.350	-13.123	5.86	-5.28	168.69	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.602	WTSIZIF1(76C8B99AE989)	-0.005	0.070	0.938	-1.892	-58.960	-8.301	5.86	-5.56	168.61	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.602	WTSIZIF1(76C8B99AE989)	-0.118	0.042	0.932	-1.221	-59.937	-5.005	5.85	-5.86	168.54	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.602	WTSIZIF1(76C8B99AE989)	-0.141	0.001	0.929	-1.282	-60.059	-8.484	5.85	-6.15	168.48	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.602	WTSIZIF1(76C8B99AE989)	-0.058	0.005	0.888	-0.122	-59.021	-16.968	5.86	-6.44	168.45	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.602	WTSIZIF1(76C8B99AE989)	0.078	0.069	0.814	3.601	-59.570	-25.635	5.88	-6.72	168.31	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.602	WTSIZIF1(76C8B99AE989)	0.183	0.147	0.806	6.653	-62.195	-28.748	5.93	-7.00	168.13	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.602	WTSIZIF1(76C8B99AE989)	0.243	0.187	0.879	7.385	-65.430	-27.893	5.99	-7.31	167.96	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.602	WTSIZIF1(76C8B99AE989)	0.275	0.170	0.971	6.531	-66.833	-24.292	6.04	-7.62	167.89	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.632	WTSIZIF1(76C8B99AE989)	0.280	0.127	1.026	5.798	-66.162	-18.494	6.09	-7.94	167.74	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.633	WTSIZIF1(76C8B99AE989)	0.223	0.081	1.045	5.981	-64.697	-9.216	6.13	-8.26	167.64	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.633	WTSIZIF1(76C8B99AE989)	0.116	0.031	1.059	5.737	-63.354	1.038	6.17	-8.57	167.59	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.633	WTSIZIF1(76C8B99AE989)	0.035	-0.029	1.065	4.333	-61.584	7.629	6.20	-8.89	167.69	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.633	WTSIZIF1(76C8B99AE989)	0.032	-0.075	1.031	3.296	-59.204	8.911	6.21	-9.20	167.70	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.633	WTSIZIF1(76C8B99AE989)	0.093	-0.066	0.965	4.456	-57.800	7.202	6.23	-9.49	167.70	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.633	WTSIZIF1(76C8B99AE989)	0.166	-0.007	0.932	7.080	-58.594	4.761	6.26	-9.78	167.70	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.633	WTSIZIF1(76C8B99AE989)	0.221	0.087	0.956	9.338	-59.814	2.502	6.31	-10.07	167.80	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.694	WTSIZIF1(76C8B99AE989)	0.257	0.146	0.994	10.437	-59.326	2.197	6.36	-10.37	167.77	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.694	WTSIZIF1(76C8B99AE989)	0.293	0.162	1.003	10.498	-57.312	2.319	6.42	-10.66	167.75	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.694	WTSIZIF1(76C8B99AE989)	0.347	0.151	0.990	9.277	-54.810	1.404	6.47	-10.94	167.72	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.694	WTSIZIF1(76C8B99AE989)	0.382	0.130	0.957	7.996	-52.673	0.732	6.52	-11.21	167.82	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.694	WTSIZIF1(76C8B99AE989)	0.379	0.134	0.914	7.385	-51.697	1.343	6.56	-11.46	167.79	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.694	WTSIZIF1(76C8B99AE989)	0.332	0.124	0.893	7.446	-51.331	4.578	6.60	-11.72	167.78	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
2025-8-11 23:38:58.694	WTSIZIF1(76C8B99AE989)	0.275	0.112	0.903	7.324	-50.964	7.874	6.64	-11.98	167.78	8.400	-59.587	218.447	null	null	null	null	null	null	0.05988	-0.00320	0.05841	0.99643	29.0	10080.1.21	50
